No;NPSN;satuan_pen;Alamat;Kelurahan;Status;Kabupaten;Kecamatan;Bentuk Pendidikan;cek akreditasi;habis masa berlaku;cek sasaran 2025;latitude;longitude;Paket A;Paket B;Paket C
83883;70027253;TK ANANDA KEDIRI;PERUMAHAN KEMIRI GREEN HOUSE BLOK C NO. 1;Manisrenggo;SWASTA;Kota Kediri;Kec. Duduksampeyan;TK;2022;31 Desember 2027;;-7.14524200888;112.52792195900;-;-;-
83884;69770538;KB CERIA GS KEL. DANDANGAN;JALAN SINGOSARI NO. 16 KEDIRI;Dandangan;SWASTA;Kota Kediri;Kec. Duduksampeyan;KB;2022;31 Desember 2027;;-7.14524200888;112.52792195900;-;-;-
83885;K5663456;LKP Modes Yayuk;Jl. Semampir I/86 Kediri 64121;Balowerti;SWASTA;Kota Kediri;Kec. Duduksampeyan;Kursus / LKP;;;;-7.14524200888;112.52792195900;-;-;-
83886;20534437;SD NEGERI BALOWERTI 3;Jl. Balowerti Gg. V No. 9;Balowerti;NEGERI;Kota Kediri;Kec. Duduksampeyan;SD;;;;-7.14524200888;112.52792195900;-;-;-
83887;20534371;SMP NEGERI 3 KEDIRI;Jl.joyoboyo 84 Kediri;Jagalan;NEGERI;Kota Kediri;Kec. Duduksampeyan;SMP;;;;-7.14524200888;112.52792195900;-;-;-
83888;20534381;SMK PAWYATAN DAHA 2 KEDIRI;JL. A.YANI 2 KEDIRI;Banjaran;SWASTA;Kota Kediri;Kec. Duduksampeyan;SMK;;;;-7.14524200888;112.52792195900;-;-;-
83889;69770665;TK DARUT TAQWA;SERSAN KKO USMAN NO.16;Dandangan;SWASTA;Kota Kediri;Kec. Duduksampeyan;TK;2016;31 Desember 2026;Lembaga Aktif;-7.14524200888;112.52792195900;-;-;-
83890;69770520;KB CERIA PELANGI GS KEL. SETONOPANDE;RATULANGI GANG II NO 3;Setono Pande;SWASTA;Kota Kediri;Kec. Duduksampeyan;KB;#N/A;#N/A;Lembaga Aktif;-7.14524200888;112.52792195900;-;-;-
83891;K5649724;LKP Neutron Yogyakarta;Jl. Hasanudin No. 23 Kediri;Dandangan;SWASTA;Kota Kediri;Kec. Duduksampeyan;Kursus / LKP;;;;-7.14524200888;112.52792195900;-;-;-
83892;20534625;SD NEGERI BANJARAN 1;Jl. P.kusuma Bangsa 136;Banjaran;NEGERI;Kota Kediri;Kec. Duduksampeyan;SD;;;;-7.14524200888;112.52792195900;-;-;-
83893;20534367;SMP NEGERI 7 KEDIRI;Jl. Ngasinan No.54 Kediri;Rejomulyo;NEGERI;Kota Kediri;Kec. Duduksampeyan;SMP;;;;-7.14524200888;112.52792195900;-;-;-
83894;20534380;SMK TAMANSISWA KEDIRI;JL. PEMUDA NO. 20;Dandangan;SWASTA;Kota Kediri;Kec. Duduksampeyan;SMK;;;;-7.14524200888;112.52792195900;-;-;-
83895;69770644;TK DHAMA WANITA SETONOPANDE;SAM RATULANGI GG. II NO 02;Setono Pande;SWASTA;Kota Kediri;Kec. Duduksampeyan;TK;2022;31 Desember 2027;;-7.14524200888;112.52792195900;-;-;-
83896;69770545;KB DIAN HATI;MAYOR BISMO 60;Semampir;SWASTA;Kota Kediri;Kec. Duduksampeyan;KB;#N/A;#N/A;Lembaga Aktif;-7.14524200888;112.52792195900;-;-;-
83897;K5663489;LKP Pelangi;Jl. Sawah Besar No. 1. Kel. Ngronggo. Kec. Kota. Kota Kediri Jawa Timur;Ngronggo;SWASTA;Kota Kediri;Kec. Duduksampeyan;Kursus / LKP;;;;-7.14524200888;112.52792195900;-;-;-
83898;20534624;SD NEGERI BANJARAN 2;Jl. Pahlawan Kusuma Bangsa 134;Banjaran;NEGERI;Kota Kediri;Kec. Duduksampeyan;SD;;;;-7.14524200888;112.52792195900;-;-;-
83899;20534351;SMP PAWYATAN DAHA 1;Jl. Banjaran Gg. Carik No. 58;Banjaran;SWASTA;Kota Kediri;Kec. Duduksampeyan;SMP;;;;-7.14524200888;112.52792195900;-;-;-
83900;20534402;SMKS AL HUDA KEDIRI;JL. MASJID ALHUDA 196;Ngadirejo;SWASTA;Kota Kediri;Kec. Duduksampeyan;SMK;;;;-7.14524200888;112.52792195900;-;-;-
83901;69770671;TK DHARMA WANITA BALOWERTI;BALOWERTI V/3;Balowerti;SWASTA;Kota Kediri;Kec. Duduksampeyan;TK;2018;31 Desember 2026;;-7.14524200888;112.52792195900;-;-;-
83902;69770534;KB GS KEL. NGADIREJO;SELOWARIH NO. 1;Ngadirejo;SWASTA;Kota Kediri;Kec. Duduksampeyan;KB;#N/A;#N/A;Lembaga Aktif;-7.14524200888;112.52792195900;-;-;-
83903;K5663465;LKP Progress;Jl. M.H.Tahmrin 56 Kediri-Jawa Timur 64125;Ngadirejo;SWASTA;Kota Kediri;Kec. Duduksampeyan;Kursus / LKP;;;;-7.14524200888;112.52792195900;-;-;-
83904;20540320;SD NEGERI BANJARAN 3;Jl. Letjend Suprapto 51;Banjaran;NEGERI;Kota Kediri;Kec. Duduksampeyan;SD;;;;-7.14524200888;112.52792195900;-;-;-
83905;20534364;SMP PAWYATAN DAHA 2;Jl. Brigjen Katamso No.19;Kampungdalem;SWASTA;Kota Kediri;Kec. Duduksampeyan;SMP;;;;-7.14524200888;112.52792195900;-;-;-
83906;69770668;TK DHARMA WANITA DANDANGAN;SINGOSARI NO. 10;Dandangan;SWASTA;Kota Kediri;Kec. Duduksampeyan;TK;2023;31 Desember 2028;;-7.14524200888;112.52792195900;-;-;-
83907;69770522;KB I LOVE KIDS GS KEL. PAKELAN;JL. KYAI MOJO NO. 41;Pakelan;SWASTA;Kota Kediri;Kec. Duduksampeyan;KB;2023;31 Desember 2028;;-7.14524200888;112.52792195900;-;-;-
83908;K5663461;LKP Tangguh;Jl. KH. Abdul Karim No.05 Kota.Kediri Jawa Timur 64117;Manisrenggo;SWASTA;Kota Kediri;Kec. Duduksampeyan;Kursus / LKP;;;;-7.14524200888;112.52792195900;-;-;-
83909;20534623;SD NEGERI BANJARAN 4;Jl. P Kusuma Bangsa 132;Banjaran;NEGERI;Kota Kediri;Kec. Duduksampeyan;SD;;;;-7.14524200888;112.52792195900;-;-;-
83910;70046414;SMP PLUS SUNAN AMPEL KOTA KEDIRI;Jl. Sumber Jiput IV Rejomulyo;Rejomulyo;SWASTA;Kota Kediri;Kec. Duduksampeyan;SMP;;;;-7.14524200888;112.52792195900;-;-;-
83911;69770631;TK DHARMA WANITA MANISRENGGO;KEBANGKITAN NO. 7;Manisrenggo;SWASTA;Kota Kediri;Kec. Duduksampeyan;TK;2018;31 Desember 2026;;-7.14524200888;112.52792195900;-;-;-
83912;69770509;KB IDOLA GS KEL. REJOMULYO;NGASINAN RAYA NO.18;Rejomulyo;SWASTA;Kota Kediri;Kec. Duduksampeyan;KB;2023;31 Desember 2028;;-7.14524200888;112.52792195900;-;-;-
83913;K5663463;LKP Terra Computer System Kediri;Jl. Balowerti II/26-30 Kediri. Kediri. Jatim;Balowerti;SWASTA;Kota Kediri;Kec. Duduksampeyan;Kursus / LKP;;;;-7.14524200888;112.52792195900;-;-;-
83914;20534622;SD NEGERI BANJARAN 5;Jl. Pahlawan Kusuma Bangsa 138;Banjaran;NEGERI;Kota Kediri;Kec. Duduksampeyan;SD;;;;-7.14524200888;112.52792195900;-;-;-
83915;20534375;SMP TAMAN DEWASA KEDIRI;Jl. Pemuda No. 20 Kediri;Dandangan;SWASTA;Kota Kediri;Kec. Duduksampeyan;SMP;;;;-7.14524200888;112.52792195900;-;-;-
83916;69770511;KB INSAN MADANI;KARANG ANYAR II/05-07;Ngronggo;SWASTA;Kota Kediri;Kec. Duduksampeyan;KB;2023;31 Desember 2028;;-7.14524200888;112.52792195900;-;-;-
83917;69770639;TK DHARMA WANITA NGRONGGO I;PERINTIS KEMERDEKAAN GANG BALAI DESA NGRONGGO RT 03 RW 03;Ngronggo;SWASTA;Kota Kediri;Kec. Duduksampeyan;TK;2024;31 Desember 2029;;-7.14524200888;112.52792195900;-;-;-
83918;K5663505;LP3I;Jl. Letjend. Sutoyo No. 94. Bangsal Kediri. Kota Kediri-Jawa Timur;Manisrenggo;SWASTA;Kota Kediri;Kec. Duduksampeyan;Kursus / LKP;;;;-7.14524200888;112.52792195900;-;-;-
83919;20534621;SD NEGERI BANJARAN 6;Jl. Letjend. Suprapto 49;Banjaran;NEGERI;Kota Kediri;Kec. Duduksampeyan;SD;;;;-7.14524200888;112.52792195900;-;-;-
83920;20534350;SMP YBPK;Jl. Mayor Bismo No. 52 Kediri;Semampir;SWASTA;Kota Kediri;Kec. Duduksampeyan;SMP;;;;-7.14524200888;112.52792195900;-;-;-
83921;69770539;KB INTAN GS KEL. BALOWERTI;Jl. Balowerti II No. 17;Balowerti;SWASTA;Kota Kediri;Kec. Duduksampeyan;KB;2021;31 Desember 2026;;-7.14524200888;112.52792195900;-;-;-
83922;69770640;TK DHARMA WANITA NGRONGGO II;SERSAN SUHARMAJI NO. 4;Ngronggo;SWASTA;Kota Kediri;Kec. Duduksampeyan;TK;2024;31 Desember 2029;;-7.14524200888;112.52792195900;-;-;-
83923;20534631;SD NEGERI DANDANGAN 1;Jl. Dandangan Gg I No. 145;Dandangan;NEGERI;Kota Kediri;Kec. Duduksampeyan;SD;;;;-7.14524200888;112.52792195900;-;-;-
83924;69770636;TK DHARMA WANITA NGRONGGO III;MELATI RAYA NO. 05;Ngronggo;SWASTA;Kota Kediri;Kec. Duduksampeyan;TK;2018;31 Desember 2026;;-7.14524200888;112.52792195900;-;-;-
83925;69770537;KB KARTIKA ANINDYA;HAYAM WURUK 36/ 84;Dandangan;SWASTA;Kota Kediri;Kec. Duduksampeyan;KB;#N/A;#N/A;Lembaga Aktif;-7.14524200888;112.52792195900;-;-;-
83926;20534630;SD NEGERI DANDANGAN 2;Jl. Singosari 10 B;Dandangan;NEGERI;Kota Kediri;Kec. Duduksampeyan;SD;;;;-7.14524200888;112.52792195900;-;-;-
83927;69770672;TK DHARMA WANITA PEMWILDA;BASUKI RAHMAD 17 A;Pocanan;SWASTA;Kota Kediri;Kec. Duduksampeyan;TK;2022;31 Desember 2027;;-7.14524200888;112.52792195900;-;-;-
83928;69770521;KB KASIH CERIA GS KEL. RINGINANOM;PANGLIMA SUDIRMAN RINGINANOM GG III;Ringinanom;SWASTA;Kota Kediri;Kec. Duduksampeyan;KB;2023;31 Desember 2028;;-7.14524200888;112.52792195900;-;-;-
83929;20534491;SD NEGERI JAGALAN 1;Jl. Patiunus no. 55;Jagalan;NEGERI;Kota Kediri;Kec. Duduksampeyan;SD;;;;-7.14524200888;112.52792195900;-;-;-
83930;69770632;TK DHARMA WANITA REJOMULYO;SUMBER JIPUT NO. 32;Rejomulyo;SWASTA;Kota Kediri;Kec. Duduksampeyan;TK;2018;31 Desember 2026;;-7.14524200888;112.52792195900;-;-;-
83931;69770540;KB KRISTEN PETRA;MEDANG KAMULAN 37 A;Balowerti;SWASTA;Kota Kediri;Kec. Duduksampeyan;KB;2024;31 Desember 2029;;-7.14524200888;112.52792195900;-;-;-
83932;20534490;SD NEGERI JAGALAN 3;Jl. Patiunus No. 55;Jagalan;NEGERI;Kota Kediri;Kec. Duduksampeyan;SD;;;;-7.14524200888;112.52792195900;-;-;-
83933;69770645;TK DHARMA WANITA RINGINANOM;PANGLIMA SUDIRMAN II/34;Ringinanom;SWASTA;Kota Kediri;Kec. Duduksampeyan;TK;2024;31 Desember 2029;;-7.14524200888;112.52792195900;-;-;-
83934;69770529;KB KUNTUM KENCANA;A YANI NO 18;Banjaran;SWASTA;Kota Kediri;Kec. Duduksampeyan;KB;2024;31 Desember 2029;;-7.14524200888;112.52792195900;-;-;-
83935;20534489;SD NEGERI JAGALAN 5;Jl. Patiunus No. 55;Jagalan;NEGERI;Kota Kediri;Kec. Duduksampeyan;SD;;;;-7.14524200888;112.52792195900;-;-;-
83936;69770674;TK DIAN HATI;MAYOR BISMO 60;Semampir;SWASTA;Kota Kediri;Kec. Duduksampeyan;TK;2024;31 Desember 2029;;-7.14524200888;112.52792195900;-;-;-
83937;69770542;KB KUSUMA HATI GS KEL. POCANAN;KARTINI NO. 21;Pocanan;SWASTA;Kota Kediri;Kec. Duduksampeyan;KB;#N/A;#N/A;Lembaga Aktif;-7.14524200888;112.52792195900;-;-;-
83938;20534487;SD NEGERI KALIOMBO;Jl. Rambutan No. 06;Kaliombo;NEGERI;Kota Kediri;Kec. Duduksampeyan;SD;;;;-7.14524200888;112.52792195900;-;-;-
83939;69770659;TK IDHATA;PEMUDA NO 15;Ngadirejo;SWASTA;Kota Kediri;Kec. Duduksampeyan;TK;2016;31 Desember 2026;;-7.14524200888;112.52792195900;-;-;-
83940;69770510;KB LENTERA BANGSA GS KEL. NGRONGGO;URIP SUMOHARJO 157;Ngronggo;SWASTA;Kota Kediri;Kec. Duduksampeyan;KB;#N/A;#N/A;Lembaga Aktif;-7.14524200888;112.52792195900;-;-;-
83941;20534486;SD NEGERI KAMPUNGDALEM 3;Jl. Brigjend Katamso 1;Kampungdalem;NEGERI;Kota Kediri;Kec. Duduksampeyan;SD;;;;-7.14524200888;112.52792195900;-;-;-
83942;69911103;TK INKLUSIF YBPK KEDIRI;JL. MAYOR BISMO NO. 52;Semampir;SWASTA;Kota Kediri;Kec. Duduksampeyan;TK;2022;31 Desember 2027;;-7.14524200888;112.52792195900;-;-;-
83943;69770517;KB MEKAR HARAPAN GS KEL. KALIOMBO;JL. PADANG PADI;Kaliombo;SWASTA;Kota Kediri;Kec. Duduksampeyan;KB;2023;31 Desember 2028;;-7.14524200888;112.52792195900;-;-;-
83944;20534485;SD NEGERI KAMPUNGDALEM 4;Jl. Brigjend. Katamso No. 1;Kampungdalem;NEGERI;Kota Kediri;Kec. Duduksampeyan;SD;;;;-7.14524200888;112.52792195900;-;-;-
83945;69770530;KB MUTIARA HATI GS KEL. BANJARAN;BANJARAN GG I NO. 6;Banjaran;SWASTA;Kota Kediri;Kec. Duduksampeyan;KB;2018;31 Desember 2026;;-7.14524200888;112.52792195900;-;-;-
83946;69770667;TK KARTIKA IV - 44;HAYAM WURUK NO 36 / 84;Dandangan;SWASTA;Kota Kediri;Kec. Duduksampeyan;TK;2024;31 Desember 2029;;-7.14524200888;112.52792195900;-;-;-
83947;20534483;SD NEGERI KAMPUNGDALEM 6;Jl. Dr. Sam Ratulangi No. 133;Kampungdalem;NEGERI;Kota Kediri;Kec. Duduksampeyan;SD;;;;-7.14524200888;112.52792195900;-;-;-
83948;69770655;TK KARTIKA IV - 65;JL. AHMAD YANI 18;Banjaran;SWASTA;Kota Kediri;Kec. Duduksampeyan;TK;2018;31 Desember 2026;;-7.14524200888;112.52792195900;-;-;-
83949;69770528;KB PELANGI BANGSA;JL. BANJARAN GG. I NO. 110;Banjaran;SWASTA;Kota Kediri;Kec. Duduksampeyan;KB;2024;31 Desember 2029;;-7.14524200888;112.52792195900;-;-;-
83950;20534606;SD NEGERI MANISRENGGO;Jl. Kebangkitan No.07 Manisrenggo Kota Kediri;Manisrenggo;NEGERI;Kota Kediri;Kec. Duduksampeyan;SD;;;;-7.14524200888;112.52792195900;-;-;-
83951;69770656;TK KEMALA BHAYANGKARI 42;PK BANGSA 66;Banjaran;SWASTA;Kota Kediri;Kec. Duduksampeyan;TK;2016;31 Desember 2026;;-7.14524200888;112.52792195900;-;-;-
83952;69770518;KB PERMATA HATI GS KEL. KAMPUNGDALEM;BRIGJEN KATAMSO 17;Kampungdalem;SWASTA;Kota Kediri;Kec. Duduksampeyan;KB;2022;31 Desember 2027;;-7.14524200888;112.52792195900;-;-;-
83953;20534410;SD NEGERI NGADIREJO 1;Jl. Teuku Umar No. 63;Ngadirejo;NEGERI;Kota Kediri;Kec. Duduksampeyan;SD;;;;-7.14524200888;112.52792195900;-;-;-
83954;69963009;TK KINDERGARTEN NEW AL HUDA PRE SCHOOL (KG-NAPS);JL. SETONO NO. 03;Ngadirejo;SWASTA;Kota Kediri;Kec. Duduksampeyan;TK;2023;31 Desember 2028;;-7.14524200888;112.52792195900;-;-;-
83955;69770531;KB PERMATA PAGGORA;AHMAD YANI NO. 10;Banjaran;SWASTA;Kota Kediri;Kec. Duduksampeyan;KB;#N/A;#N/A;Lembaga Aktif;-7.14524200888;112.52792195900;-;-;-
83956;20534349;SD NEGERI NGADIREJO 2;Jl. Setono 149;Ngadirejo;NEGERI;Kota Kediri;Kec. Duduksampeyan;SD;;;;-7.14524200888;112.52792195900;-;-;-
83957;69770669;TK KRISTEN PETRA;MEDANG KAMULAN 37 A;Balowerti;SWASTA;Kota Kediri;Kec. Duduksampeyan;TK;2018;31 Desember 2026;;-7.14524200888;112.52792195900;-;-;-
83958;69770532;KB PLAY GROUP PLUS RAHMAT;SLAMET RIYADI NO 32A;Banjaran;SWASTA;Kota Kediri;Kec. Duduksampeyan;KB;2016;31 Desember 2026;;-7.14524200888;112.52792195900;-;-;-
83959;20534331;SD NEGERI NGADIREJO 3;Jl. Pahlawan Kusuma Bangsa No. 9;Ngadirejo;NEGERI;Kota Kediri;Kec. Duduksampeyan;SD;;;;-7.14524200888;112.52792195900;-;-;-
83960;69770641;TK KUSUMA MULYA I;COREKAN RAYA 49;Kaliombo;SWASTA;Kota Kediri;Kec. Duduksampeyan;TK;2018;31 Desember 2026;;-7.14524200888;112.52792195900;-;-;-
83961;69963008;KB PLAYGROUP NEW AL HUDA PRE SCHOOL (PG - NAPS);JL. SETONO NO. 03;Ngadirejo;SWASTA;Kota Kediri;Kec. Duduksampeyan;KB;2022;31 Desember 2027;;-7.14524200888;112.52792195900;-;-;-
83962;20534330;SD NEGERI NGADIREJO 5;Jl. Setono No. 45;Ngadirejo;NEGERI;Kota Kediri;Kec. Duduksampeyan;SD;;;;-7.14524200888;112.52792195900;-;-;-
83963;69770650;TK KUSUMA MULYA II;SRIWIJAYA NO. 80;Jagalan;SWASTA;Kota Kediri;Kec. Duduksampeyan;TK;2022;31 Desember 2027;;-7.14524200888;112.52792195900;-;-;-
83964;69770533;KB SALMA INSANI;NGADISIMO UTARA I / 6;Ngadirejo;SWASTA;Kota Kediri;Kec. Duduksampeyan;KB;2023;31 Desember 2028;;-7.14524200888;112.52792195900;-;-;-
83965;20534326;SD NEGERI NGRONGGO 1;Jl. Kapten Tendean 82;Ngronggo;NEGERI;Kota Kediri;Kec. Duduksampeyan;SD;;;;-7.14524200888;112.52792195900;-;-;-
83966;69770523;KB SANTA MARIA;BRAWIJAYA NO. 63;Pakelan;SWASTA;Kota Kediri;Kec. Duduksampeyan;KB;2022;31 Desember 2027;;-7.14524200888;112.52792195900;-;-;-
83967;69770673;TK MARDI PUTRA;MAYOR BISMO;Semampir;SWASTA;Kota Kediri;Kec. Duduksampeyan;TK;2023;31 Desember 2028;;-7.14524200888;112.52792195900;-;-;-
83968;20534325;SD NEGERI NGRONGGO 2;Jl. Kapten Tendean No. 84;Ngronggo;NEGERI;Kota Kediri;Kec. Duduksampeyan;SD;;;;-7.14524200888;112.52792195900;-;-;-
83969;69770675;TK NEGERI PEMBINA KOTA KEDIRI;MAYOR BISMO GANG MAKAM;Semampir;NEGERI;Kota Kediri;Kec. Duduksampeyan;TK;2016;31 Desember 2026;;-7.14524200888;112.52792195900;-;-;-
83970;69770543;KB SMART GS KEL. SEMAMPIR;Semampir Jl. Tembus Gang I;Semampir;SWASTA;Kota Kediri;Kec. Duduksampeyan;KB;2023;31 Desember 2028;;-7.14524200888;112.52792195900;-;-;-
83971;20534324;SD NEGERI NGRONGGO 3;Jl. Perintis Kemerdekaan Gg. Balai Desa No. 81;Ngronggo;NEGERI;Kota Kediri;Kec. Duduksampeyan;SD;;;;-7.14524200888;112.52792195900;-;-;-
83972;69770653;TK PELANGI BANGSA;JL. BANJARAN GG. I NO. 110;Banjaran;SWASTA;Kota Kediri;Kec. Duduksampeyan;TK;2016;31 Desember 2026;Lembaga Aktif;-7.14524200888;112.52792195900;-;-;-
83973;69770508;KB SUNAN AMPEL;Jalan Sawah Besar RT 01 RW 01 Rejomulyo;Rejomulyo;SWASTA;Kota Kediri;Kec. Duduksampeyan;KB;2021;31 Desember 2026;;-7.14524200888;112.52792195900;-;-;-
83974;20534323;SD NEGERI NGRONGGO 4;Jl. Sersan Suharmaji No. 4;Ngronggo;NEGERI;Kota Kediri;Kec. Duduksampeyan;SD;;;;-7.14524200888;112.52792195900;-;-;-
83975;69770652;TK PERMATA PAGGORA;AHMAD YANI NO. 10;Banjaran;SWASTA;Kota Kediri;Kec. Duduksampeyan;TK;2016;31 Desember 2026;;-7.14524200888;112.52792195900;-;-;-
83976;70054355;KB TASYA;Jl. Stasiun No. 4;Balowerti;SWASTA;Kota Kediri;Kec. Duduksampeyan;KB;BT;0;;-7.14524200888;112.52792195900;-;-;-
83977;20534322;SD NEGERI NGRONGGO 5;Jl. Supersemar 74;Ngronggo;NEGERI;Kota Kediri;Kec. Duduksampeyan;SD;;;;-7.14524200888;112.52792195900;-;-;-
83978;69770638;TK PLUS INSAN MADANI;KARANG ANYAR II/05-07;Ngronggo;SWASTA;Kota Kediri;Kec. Duduksampeyan;TK;2023;31 Desember 2028;;-7.14524200888;112.52792195900;-;-;-
83979;69770527;KB TUNAS HARAPAN GS. KEL. JAGALAN;JAGALAN;Jagalan;SWASTA;Kota Kediri;Kec. Duduksampeyan;KB;#N/A;#N/A;Lembaga Aktif;-7.14524200888;112.52792195900;-;-;-
83980;20534321;SD NEGERI NGRONGGO 6;Jl. Perintis Kemerdekaan No. 17;Ngronggo;NEGERI;Kota Kediri;Kec. Duduksampeyan;SD;;;;-7.14524200888;112.52792195900;-;-;-
83981;69770657;TK PLUS RAHMAT;SLAMET RIYADI NO 32A;Banjaran;SWASTA;Kota Kediri;Kec. Duduksampeyan;TK;2016;31 Desember 2026;;-7.14524200888;112.52792195900;-;-;-
83982;69770519;KB TUNAS PERWARI;BRIGJEN KATAMSO 116;Kampungdalem;SWASTA;Kota Kediri;Kec. Duduksampeyan;KB;2023;31 Desember 2028;;-7.14524200888;112.52792195900;-;-;-
83983;20534320;SD NEGERI NGRONGGO 8;Jl. Melati Raya 1 Perumnas;Ngronggo;NEGERI;Kota Kediri;Kec. Duduksampeyan;SD;;;;-7.14524200888;112.52792195900;-;-;-
83984;69770660;TK SALMA INSANI;NGADISIMO UTARA I / 6;Ngadirejo;SWASTA;Kota Kediri;Kec. Duduksampeyan;TK;2016;31 Desember 2026;;-7.14524200888;112.52792195900;-;-;-
83985;20534343;SD NEGERI REJOMULYO;Jl. Sumber Jiput 32;Rejomulyo;NEGERI;Kota Kediri;Kec. Duduksampeyan;SD;;;;-7.14524200888;112.52792195900;-;-;-
83986;69770646;TK SANTA MARIA;BRAWIJAYA NO. 63;Pakelan;SWASTA;Kota Kediri;Kec. Duduksampeyan;TK;2018;31 Desember 2026;;-7.14524200888;112.52792195900;-;-;-
83987;20534342;SD NEGERI SEMAMPIR 1;Jl. Mayor Bismo 33;Semampir;NEGERI;Kota Kediri;Kec. Duduksampeyan;SD;;;;-7.14524200888;112.52792195900;-;-;-
83988;69770663;TK SANTO YOSEPH I;HASANUDIN 35;Dandangan;SWASTA;Kota Kediri;Kec. Duduksampeyan;TK;2023;31 Desember 2028;;-7.14524200888;112.52792195900;-;-;-
83989;20534340;SD NEGERI SEMAMPIR 4;Jl. Mayor Bismo No. 38 B;Semampir;NEGERI;Kota Kediri;Kec. Duduksampeyan;SD;;;;-7.14524200888;112.52792195900;-;-;-
83990;69770649;TK SANTO YOSEPH II;SRIWIJAYA NO. 43 B;Kemasan;SWASTA;Kota Kediri;Kec. Duduksampeyan;TK;2018;31 Desember 2026;;-7.14524200888;112.52792195900;-;-;-
83991;20534339;SD NEGERI SETONOPANDE 1;JL. SAM RATU LANGI GG.II NO.1;Setono Pande;NEGERI;Kota Kediri;Kec. Duduksampeyan;SD;;;;-7.14524200888;112.52792195900;-;-;-
83992;69770648;TK TADIKA PURI;Banjaran Gang II No. 35;Banjaran;SWASTA;Kota Kediri;Kec. Duduksampeyan;TK;2018;31 Desember 2026;;-7.14524200888;112.52792195900;-;-;-
83993;20534316;SD PAWYATAN DAHA 1;Jl. Hasanudin 18;Dandangan;SWASTA;Kota Kediri;Kec. Duduksampeyan;SD;;;;-7.14524200888;112.52792195900;-;-;-
83994;69770664;TK TAMAN INDRIA;PEMUDA NO. 20;Dandangan;SWASTA;Kota Kediri;Kec. Duduksampeyan;TK;2024;31 Desember 2029;;-7.14524200888;112.52792195900;-;-;-
83995;20534303;SD PAWYATAN DAHA 2;Jl. Hasanudin 18;Dandangan;SWASTA;Kota Kediri;Kec. Duduksampeyan;SD;;;;-7.14524200888;112.52792195900;-;-;-
83996;70054356;TK TASYA;Jl. Stasiun No. 4;Balowerti;SWASTA;Kota Kediri;Kec. Duduksampeyan;TK;BT;0;;-7.14524200888;112.52792195900;-;-;-
83997;20534425;SD PLUS RAHMAT;Jl. Slamet Riyadi No. 32 A Banjaran;Banjaran;SWASTA;Kota Kediri;Kec. Duduksampeyan;SD;;;;-7.14524200888;112.52792195900;-;-;-
83998;69770666;TK TPP PAWYATAN DAHA;Jalan Hasanudin No.18;Dandangan;SWASTA;Kota Kediri;Kec. Duduksampeyan;TK;2024;31 Desember 2029;;-7.14524200888;112.52792195900;-;-;-
83999;69889016;SD PLUS SUNAN AMPEL;JL. RONGGO MULYO;Rejomulyo;SWASTA;Kota Kediri;Kec. Duduksampeyan;SD;;;;-7.14524200888;112.52792195900;-;-;-
84000;69770643;TK TRISULA I;KAMPUNGDALEM GG. BUNTU;Kampungdalem;SWASTA;Kota Kediri;Kec. Duduksampeyan;TK;2022;31 Desember 2027;;-7.14524200888;112.52792195900;-;-;-
84001;70054755;SD TASYA (Tahfidz Al Asyari Primary School);Jl. Stasiun No. 4;Balowerti;SWASTA;Kota Kediri;Kec. Duduksampeyan;SD;;;;-7.14524200888;112.52792195900;-;-;-
84002;69770654;TK TRISULA II;BANJARAN I NO. 136;Banjaran;SWASTA;Kota Kediri;Kec. Duduksampeyan;TK;2023;31 Desember 2028;;-7.14524200888;112.52792195900;-;-;-
84003;20540323;SD YBPK SEMAMPIR;Jl. Mayor Bismo 52;Semampir;SWASTA;Kota Kediri;Kec. Duduksampeyan;SD;;;;-7.14524200888;112.52792195900;-;-;-
84004;69770634;TK TUNAS BANGSA II;KENONGO RAYA NO. 23;Ngronggo;SWASTA;Kota Kediri;Kec. Duduksampeyan;TK;2023;31 Desember 2028;;-7.14524200888;112.52792195900;-;-;-
84005;70028555;SDI PLUS IMAM MUSLIM;Jl. PADANG PADI No. 9 KALIOMBO;Kaliombo;SWASTA;Kota Kediri;Kec. Duduksampeyan;SD;;;;-7.14524200888;112.52792195900;-;-;-
84006;69770651;TK TUNAS RIMBA;PK BANGSA 39;Banjaran;SWASTA;Kota Kediri;Kec. Duduksampeyan;TK;2024;31 Desember 2029;;-7.14524200888;112.52792195900;-;-;-
84007;69770697;TK AISYIYAH BUSTANUL ATHFAL IX;JL. TAMBORA BLOK 3;Mojoroto;SWASTA;Kota Kediri;Kec. Mojoroto;TK;2016;31 Desember 2026;;-7.80834770198;111.98763228000;-;-;-
84008;69885358;RA. Bina Insani;Anjasmoro Gang I No. 10;Sukorame;SWASTA;Kota Kediri;Kec. Mojoroto;RA;2018;31 Desember 2026;;-7.80834770198;111.98763228000;-;-;-
84009;69912363;PAUD (TPA) AL MUNAWWAROH;Jl. KH. Wachid Hasyim Gang Va No. 45 RT. 17 RW. 03;Bandar Lor;SWASTA;Kota Kediri;Kec. Mojoroto;TPA;2022;31 Desember 2027;;-7.80834770198;111.98763228000;-;-;-
