No;NPSN;satuan_pen;Alamat;Kelurahan;Status;Kabupaten;Kecamatan;Bentuk Pendidikan;cek akreditasi;habis masa berlaku;cek sasaran 2025;latitude;longitude;Paket A;Paket B;Paket C
134;70034659;MI UNGGULAN AL-YAMANI;KAMPUNG PENYAGERAN RT/RW 03/02;Bancaran;SWASTA;Kab. Bangkalan;Kec. Bangkalan;MI;;;;-7.02925097770;112.73990320500;-;-;-
135;20583046;MTSS AL HIDAYAH;JL.KH.MOH TOHA 92 JANGKEBUAN;Pangeranan;SWASTA;Kab. Bangkalan;Kec. Bangkalan;MTs;;;;-7.02925097770;112.73990320500;-;-;-
136;20531146;SMA NEGERI 1 BANGKALAN;JL. PEMUDA KAFFA 10;Kraton;NEGERI;Kab. Bangkalan;Kec. Bangkalan;SMA;;;;-7.02925097770;112.73990320500;-;-;-
137;70055993;SMK AL HIKAM KEMAYORAN;Jl. Teuku Umar IV/47 Kemayoran;Kemayoran;SWASTA;Kab. Bangkalan;Kec. Bangkalan;SMK;;;;-7.02925097770;112.73990320500;-;-;-
138;20411903;MAS AL HIDAYAH;JL. KH. MOH. TOHA NO. I/91 JANGKEBUAN - BANGKALAN;Pangeranan;SWASTA;Kab. Bangkalan;Kec. Bangkalan;MA;;;;-7.02925097770;112.73990320500;-;-;-
139;P2965293;PKBM SERUNI;Jl. Seruni No. 26 Perumda;Mlajah;SWASTA;Kab. Bangkalan;Kec. Bangkalan;PKBM;;;;-7.02925097770;112.73990320500;ya;ya;ya
140;69841501;KB AISYIYAH BUSTANUL ATHFAL (ABA) 01;Jl. KH. Moh. Kholil No.31;Demangan;SWASTA;Kab. Bangkalan;Kec. Bangkalan;KB;2023;31 Desember 2028;;-7.02925097770;112.73990320500;-;-;-
141;69983874;TPA AL-MUTTAQIN;Jl. Soekarno Hatta Peumahan Permata Indah Blok F No. 09 Mlajah;Mlajah;SWASTA;Kab. Bangkalan;Kec. Bangkalan;TPA;2023;31 Desember 2028;;-7.02925097770;112.73990320500;-;-;-
142;69912915;TK ABDI AKBAR;Jl. Raya Bancaran No. 02 Rt. 02 Rw. 05;Bancaran;SWASTA;Kab. Bangkalan;Kec. Bangkalan;TK;2024;31 Desember 2029;;-7.02925097770;112.73990320500;-;-;-
143;69748223;RA/BA/TA AL IKHWAN;JL. BROMO NO.4 MLAJAH BANGKALAN;Kec. Bangkalan;SWASTA;Kab. Bangkalan;Kec. Bangkalan;RA;#N/A;#N/A;Lembaga Aktif;-7.02925097770;112.73990320500;-;-;-
144;K9989728;LKP FIRST COURSE;Jl. Nusa Indah Gg. SD No. 03;Mlajah;SWASTA;Kab. Bangkalan;Kec. Bangkalan;Kursus / LKP;;;;-7.02925097770;112.73990320500;-;-;-
145;P9908271;PKBM TRUNOJOYO;Jl. Trunojoyo III B No.25 A;Pejagan;SWASTA;Kab. Bangkalan;Kec. Bangkalan;PKBM;;;;-7.02925097770;112.73990320500;-;-;-
146;69937230;PDF ULYA NURUL CHOLIL;JL. KH. Moch. Kholil Gg III No. 10 Demangan Bangkalan;Demangan;SWASTA;Kab. Bangkalan;Kec. Bangkalan;Pondok Pesantren;;;;-7.02925097770;112.73990320500;-;-;-
147;20531388;SD KATOLIK MARIA FATIMA;Jl. Kh. Hasyim Asyari No.30-a;Pangeranan;SWASTA;Kab. Bangkalan;Kec. Bangkalan;SD;;;;-7.02925097770;112.73990320500;-;-;-
148;70050424;SMP AL-MASYHURIYAH;Jl. KH. Moh. Kholil Gg. XII;Kemayoran;SWASTA;Kab. Bangkalan;Kec. Bangkalan;SMP;;;;-7.02925097770;112.73990320500;-;-;-
149;60719252;MIS THORIQUL MUHTADIN;JL. RAYA KRAMAT UJUNGPIRING;Ujung Piring;SWASTA;Kab. Bangkalan;Kec. Bangkalan;MI;;;;-7.02925097770;112.73990320500;-;-;-
150;20583048;MTSS AL KAUKABUDDURRI;JL. SIDINGKAP NO. 48 BANGKALAN;Kemayoran;SWASTA;Kab. Bangkalan;Kec. Bangkalan;MTs;;;;-7.02925097770;112.73990320500;-;-;-
151;20531228;SMA NEGERI 2 BANGKALAN;JL. SOEKARNO HATTA NO 18;Mlajah;NEGERI;Kab. Bangkalan;Kec. Bangkalan;SMA;;;;-7.02925097770;112.73990320500;-;-;-
152;20531224;SMK NEGERI 1 BANGKALAN;JL. KENANGA 4 BANGKALAN;Mlajah;NEGERI;Kab. Bangkalan;Kec. Bangkalan;SMK;;;;-7.02925097770;112.73990320500;-;-;-
153;20579377;MAS NURUL CHOLIL;JLN.KH.MOH.KHOLIL GG III/10 DEMANGAN BARAT BANGKALAN;Demangan;SWASTA;Kab. Bangkalan;Kec. Bangkalan;MA;;;;-7.02925097770;112.73990320500;-;-;-
154;P9908271;PKBM TRUNOJOYO;Jl. Trunojoyo III B No.25 A;Pejagan;SWASTA;Kab. Bangkalan;Kec. Bangkalan;PKBM;;;;-7.02925097770;112.73990320500;-;ya;ya
155;69872017;KB AL -IKHWAN;Jl. Bromo No. 4;Mlajah;SWASTA;Kab. Bangkalan;Kec. Bangkalan;KB;2016;31 Desember 2021;Lembaga Aktif;-7.02925097770;112.73990320500;-;-;-
156;20560239;TK AISYIYAH BUSTANUL ATHFAL 01;Jl. KH. Moch. Kholil No. 31;Demangan;SWASTA;Kab. Bangkalan;Kec. Bangkalan;TK;2018;31 Desember 2026;;-7.02925097770;112.73990320500;-;-;-
157;69748225;RA/BA/TA PERWANIDA;JL. S.A. KADIRUN NO. 5;Demangan;SWASTA;Kab. Bangkalan;Kec. Bangkalan;RA;2018;31 Desember 2026;;-7.02925097770;112.73990320500;-;-;-
158;69908711;TPA ANAK SHALEH;JL. KH.ABD. KARIM NO. 01;Pangeranan;SWASTA;Kab. Bangkalan;Kec. Bangkalan;TPA;#N/A;#N/A;Lembaga Aktif;-7.02925097770;112.73990320500;-;-;-
159;K9997134;LKP HADZALATANSA;Jl. KH. Ach. Marzuki No. 19;Pangeranan;SWASTA;Kab. Bangkalan;Kec. Bangkalan;Kursus / LKP;;;;-7.02925097770;112.73990320500;-;-;-
160;69956428;PDF Wustha Al Ma arif;Jl. KH. M. Cholil Gg I/6;Demangan;SWASTA;Kab. Bangkalan;Kec. Bangkalan;Pondok Pesantren;;;;-7.02925097770;112.73990320500;-;-;-
161;69980586;SDIT MUTIARA ILMU BANGKALAN;Jl. Kembang Jambe Nomor 30;Mlajah;SWASTA;Kab. Bangkalan;Kec. Bangkalan;SD;;;;-7.02925097770;112.73990320500;-;-;-
162;69989144;SMP AL-QUR AN AL-ASRAR;Jl. Soekarno Hatta No. 32 C Mlajah Kecamatan Bangkalan;Mlajah;SWASTA;Kab. Bangkalan;Kec. Bangkalan;SMP;;;;-7.02925097770;112.73990320500;-;-;-
163;20583045;MTSS AL MA`ARIF;Jl. KH. Moh. Kholil 1/6 Demangan Bangkalan;Demangan;SWASTA;Kab. Bangkalan;Kec. Bangkalan;MTs;;;;-7.02925097770;112.73990320500;-;-;-
164;20531227;SMA NEGERI 3 BANGKALAN;JL. RE. MARTADINATA 54;Mlajah;NEGERI;Kab. Bangkalan;Kec. Bangkalan;SMA;;;;-7.02925097770;112.73990320500;-;-;-
165;20531223;SMK NEGERI 2 BANGKALAN;JL. HALIM PERDANA KUSUMA;Mlajah;NEGERI;Kab. Bangkalan;Kec. Bangkalan;SMK;;;;-7.02925097770;112.73990320500;-;-;-
166;20579388;MAS USWATUN HASANAH;JL. LETNAN SINGOSASTRO NO. 67 BANGKALAN;Kraton;SWASTA;Kab. Bangkalan;Kec. Bangkalan;MA;;;;-7.02925097770;112.73990320500;-;-;-
167;69908202;TPA ANNA HUSADA;JL. BRANTAS NO. 1A MLAJAH;Mlajah;SWASTA;Kab. Bangkalan;Kec. Bangkalan;TPA;2018;31 Desember 2026;;-7.02925097770;112.73990320500;-;-;-
168;69942346;TK AISYIYAH BUSTANUL ATHFAL 10;Jl. Trunojoyo Gg III Kelurahan Pejagan;Pejagan;SWASTA;Kab. Bangkalan;Kec. Bangkalan;TK;2023;31 Desember 2028;;-7.02925097770;112.73990320500;-;-;-
169;69983871;KB AL_MUTTAQIN;Jl. Soekarno Hatta Peumahan Permata Indah Blok F No. 09 Mlajah;Mlajah;SWASTA;Kab. Bangkalan;Kec. Bangkalan;KB;2023;31 Desember 2028;;-7.02925097770;112.73990320500;-;-;-
170;K5650540;LKP Hidayatullah English College;Jl.Kemuning No.47 Bangkalan;Pejagan;SWASTA;Kab. Bangkalan;Kec. Bangkalan;Kursus / LKP;;;;-7.02925097770;112.73990320500;-;-;-
171;69956427;PDF Wustha Nurul Kholil;Jl. KH. M. Cholil Gg III/10;Demangan;SWASTA;Kab. Bangkalan;Kec. Bangkalan;Pondok Pesantren;;;;-7.02925097770;112.73990320500;-;-;-
172;70011220;SDIT NURUL RAHMAH KEMAYORAN;Jl. Teuku Umar II/17;Kemayoran;SWASTA;Kab. Bangkalan;Kec. Bangkalan;SD;;;;-7.02925097770;112.73990320500;-;-;-
173;20555416;SMP AN NUR FUADI;Jl. RA. Kartini No. 24;Kraton;SWASTA;Kab. Bangkalan;Kec. Bangkalan;SMP;;;;-7.02925097770;112.73990320500;-;-;-
174;20583049;MTSS NURUL CHOLIL;JL. KH. MOH. KHOLIL III/10 BANGKALAN;Demangan;SWASTA;Kab. Bangkalan;Kec. Bangkalan;MTs;;;;-7.02925097770;112.73990320500;-;-;-
175;20560315;SMA NEGERI 4 BANGKALAN;JL. RAYA PERTAHANAN 4;Bancaran;NEGERI;Kab. Bangkalan;Kec. Bangkalan;SMA;;;;-7.02925097770;112.73990320500;-;-;-
176;20570399;SMK NEGERI 3 BANGKALAN;JL. MERTAJASAH NO. 70;Mertajasah;NEGERI;Kab. Bangkalan;Kec. Bangkalan;SMK;;;;-7.02925097770;112.73990320500;-;-;-
177;69987218;TPA SAFINDA IV BANGKALAN;Jl. Sidingkap No. 9A Bangkalan;Mlajah;SWASTA;Kab. Bangkalan;Kec. Bangkalan;TPA;2024;31 Desember 2029;;-7.02925097770;112.73990320500;-;-;-
178;70038720;TK AL KAYYIS;Jl. KH. Moh Toha Rt.05 Rw.06;Pangeranan;SWASTA;Kab. Bangkalan;Kec. Bangkalan;TK;#N/A;#N/A;Lembaga Aktif;-7.02925097770;112.73990320500;-;-;-
179;69908716;KB ANAK SHOLEH;JL. ABDULKARIM NO. 1;Pangeranan;SWASTA;Kab. Bangkalan;Kec. Bangkalan;KB;#N/A;#N/A;Lembaga Aktif;-7.02925097770;112.73990320500;-;-;-
180;K5667813;LKP KUMON SUPRAPTO;Jl. Jaksa Agung Suprapto No. 6;Pejagan;SWASTA;Kab. Bangkalan;Kec. Bangkalan;Kursus / LKP;;;;-7.02925097770;112.73990320500;-;-;-
181;69990839;PPS Al Falah Assalafi Al Kholili;JL. KH. Moh Yasin 1 Kepanag;Kemayoran;SWASTA;Kab. Bangkalan;Kec. Bangkalan;Pondok Pesantren;;;;-7.02925097770;112.73990320500;-;-;-
182;69727028;SDS MUHAMMADIYAH 1;JL. KH. MOH CHOLIL NO. 31 BKL;Demangan;SWASTA;Kab. Bangkalan;Kec. Bangkalan;SD;;;;-7.02925097770;112.73990320500;-;-;-
183;69888532;SMP AN-NURONIYAH;JL. KH. MOH. KHOLIL Gg IV No. 37;Demangan;SWASTA;Kab. Bangkalan;Kec. Bangkalan;SMP;;;;-7.02925097770;112.73990320500;-;-;-
184;20579307;SMAS AR-RAUDHAH;SEBANEH BANCARAN BANGKALAN;Bancaran;SWASTA;Kab. Bangkalan;Kec. Bangkalan;SMA;;;;-7.02925097770;112.73990320500;-;-;-
185;20531221;SMK PGRI 1 BANGKALAN;Jl. Kapten Safiri No. 17 Bangkalan;Pejagan;SWASTA;Kab. Bangkalan;Kec. Bangkalan;SMK;;;;-7.02925097770;112.73990320500;-;-;-
186;69872018;KB ANNA HUSADA;JL. Brantas No. 1 B;Mlajah;SWASTA;Kab. Bangkalan;Kec. Bangkalan;KB;2016;31 Desember 2026;;-7.02925097770;112.73990320500;-;-;-
187;70011454;TK AL MUTTAQIN;Jl. Soekarno-Hatta Perum Permata Indah Blok F/09;Mlajah;SWASTA;Kab. Bangkalan;Kec. Bangkalan;TK;2023;31 Desember 2028;;-7.02925097770;112.73990320500;-;-;-
188;K9997570;LKP MADURA TECHNOVATION;Jl. Raya Colibri Blok AA No 22 Wisma Pangeranan Asri;Pangeranan;SWASTA;Kab. Bangkalan;Kec. Bangkalan;Kursus / LKP;;;;-7.02925097770;112.73990320500;-;-;-
189;69951633;PPS Syaichona Moh. Cholil;Jl. KH. Moh. Cholil I/6 Bangkalan;Demangan;SWASTA;Kab. Bangkalan;Kec. Bangkalan;Pondok Pesantren;;;;-7.02925097770;112.73990320500;-;-;-
190;20531455;UPTD SDN BANCARAN 1;Jl. Raya Bancaran No. 14 Bangkalan;Bancaran;NEGERI;Kab. Bangkalan;Kec. Bangkalan;SD;;;;-7.02925097770;112.73990320500;-;-;-
191;20579308;SMP AR-RAUDHAH;SEBANEH BANCARAN BANGKALAN;Bancaran;SWASTA;Kab. Bangkalan;Kec. Bangkalan;SMP;;;;-7.02925097770;112.73990320500;-;-;-
192;20531152;SMAS MAARIF;Jl. KH. MOH. KHOLIL I/6;Demangan;SWASTA;Kab. Bangkalan;Kec. Bangkalan;SMA;;;;-7.02925097770;112.73990320500;-;-;-
193;20555417;SMKS AN NUR FUADI;RA. KARTINI;Kraton;SWASTA;Kab. Bangkalan;Kec. Bangkalan;SMK;;;;-7.02925097770;112.73990320500;-;-;-
194;20560207;TK AL-HASANIYAH;Jl. Pembela No.109;Pejagan;SWASTA;Kab. Bangkalan;Kec. Bangkalan;TK;2016;31 Desember 2026;;-7.02925097770;112.73990320500;-;-;-
195;70036099;KB ATTHORIQ;Jl. KH. Moh. Kholil IX No. 6 Legung Raya;Demangan;SWASTA;Kab. Bangkalan;Kec. Bangkalan;KB;#N/A;#N/A;Lembaga Aktif;-7.02925097770;112.73990320500;-;-;-
196;K5667745;LKP Mr. HANZ EDUCATION CENTRE (MEC);Jl. Cendrawasih Blok D II/14 WPA Kel. Pangeranan;Pangeranan;SWASTA;Kab. Bangkalan;Kec. Bangkalan;Kursus / LKP;;;;-7.02925097770;112.73990320500;-;-;-
197;69931239;PPS. AL ASROR;Kramat;Kramat;SWASTA;Kab. Bangkalan;Kec. Bangkalan;Pondok Pesantren;;;;-7.02925097770;112.73990320500;-;-;-
198;20531439;UPTD SDN BANCARAN 2;Jl. Pertahanan 03 Bangkalan;Bancaran;NEGERI;Kab. Bangkalan;Kec. Bangkalan;SD;;;;-7.02925097770;112.73990320500;-;-;-
199;70038995;SMP AS SALAM BANGKALAN;Jl. Halim Perdana Kusuma Perum Bangkalan Indah Kelurahan Mlajah Kecamatan Bangka;Mlajah;SWASTA;Kab. Bangkalan;Kec. Bangkalan;SMP;;;;-7.02925097770;112.73990320500;-;-;-
200;20551899;SMAS MUHAMMADIYAH;JL. KH MOH KHOLIL 31;Demangan;SWASTA;Kab. Bangkalan;Kec. Bangkalan;SMA;;;;-7.02925097770;112.73990320500;-;-;-
201;20549768;SMKS BRAJAGUNA BANGKALAN;JL. HALIM PERDANA KUSUMA Gg BRAJAGUNA PERUM GOR SAKA Blog D;Mlajah;SWASTA;Kab. Bangkalan;Kec. Bangkalan;SMK;;;;-7.02925097770;112.73990320500;-;-;-
202;20560250;TK AL-MUHIBBIN;Jl. Raya Martajasah No. 37;Mertajasah;SWASTA;Kab. Bangkalan;Kec. Bangkalan;TK;2018;31 Desember 2026;;-7.02925097770;112.73990320500;-;-;-
203;69912917;KB AULIA;Jl. KH. Moch. Toha 36;Pangeranan;SWASTA;Kab. Bangkalan;Kec. Bangkalan;KB;2023;31 Desember 2028;;-7.02925097770;112.73990320500;-;-;-
204;K9999210;LKP MUBAROQ COURSE;Dsn. Markolak Timur;Kramat;SWASTA;Kab. Bangkalan;Kec. Bangkalan;Kursus / LKP;;;;-7.02925097770;112.73990320500;-;-;-
205;20531438;UPTD SDN BANCARAN 3;Jl. Raya Bancaran No. 46;Bancaran;NEGERI;Kab. Bangkalan;Kec. Bangkalan;SD;;;;-7.02925097770;112.73990320500;-;-;-
206;20531252;SMP IBNU CHOLIL BANGKALAN;Jl. Halim Perdana Kusuma 09;Mlajah;SWASTA;Kab. Bangkalan;Kec. Bangkalan;SMP;;;;-7.02925097770;112.73990320500;-;-;-
207;20531151;SMAS PGRI 2 BANGKALAN;JL. SOEKARNO HATTA 52;Mlajah;SWASTA;Kab. Bangkalan;Kec. Bangkalan;SMA;;;;-7.02925097770;112.73990320500;-;-;-
208;20573284;SMKS IBNU CHOLIL;JL. HALIM PERDANA KUSUMA NO. 09;Mlajah;SWASTA;Kab. Bangkalan;Kec. Bangkalan;SMK;;;;-7.02925097770;112.73990320500;-;-;-
209;69872011;TK ANNA HUSADA;JL. Brantas No. 1B PERUM GRAHA CHANDRA LAND;Mlajah;SWASTA;Kab. Bangkalan;Kec. Bangkalan;TK;2016;31 Desember 2026;;-7.02925097770;112.73990320500;-;-;-
210;69872026;KB CAHAYA ISLAM;Jl. Trunojoyo III B Rt/RW 01/010;Pejagan;SWASTA;Kab. Bangkalan;Kec. Bangkalan;KB;2016;31 Desember 2026;;-7.02925097770;112.73990320500;-;-;-
211;K9980895;LKP PHILADELPHIA COURSE ENGLISH DAN FLOATING HOTEL;Jl. Muria II;Mlajah;SWASTA;Kab. Bangkalan;Kec. Bangkalan;Kursus / LKP;;;;-7.02925097770;112.73990320500;-;-;-
212;20531792;UPTD SDN DEMANGAN 1;Jl. HOS Cokroaminoto 23;Demangan;NEGERI;Kab. Bangkalan;Kec. Bangkalan;SD;;;;-7.02925097770;112.73990320500;-;-;-
213;70031971;SMP IT MUTIARA ILMU;Jl. Kembang Jambe No. 30 RT 02/ RW 01;Mlajah;SWASTA;Kab. Bangkalan;Kec. Bangkalan;SMP;;;;-7.02925097770;112.73990320500;-;-;-
214;20570107;SMKS KESEHATAN YANNAS HUSADA;JL. LETNAN SINGOSASTRO NO. 3 BANGKALAN;Kraton;SWASTA;Kab. Bangkalan;Kec. Bangkalan;SMK;;;;-7.02925097770;112.73990320500;-;-;-
215;20560231;TK AR-RAHMAN;Jl. Colibri II No. 35 WPA BKL;Pangeranan;SWASTA;Kab. Bangkalan;Kec. Bangkalan;TK;2022;31 Desember 2027;;-7.02925097770;112.73990320500;-;-;-
216;69841521;KB Daarul Qur`an As-Solihin;Bates Sebeneh No.18;Bancaran;SWASTA;Kab. Bangkalan;Kec. Bangkalan;KB;#N/A;#N/A;Lembaga Aktif;-7.02925097770;112.73990320500;-;-;-
217;K5650519;LKP Puspita;JL.KH.Moh .Cholil Gg.VII/31A Kab.Bangkalan;Demangan;SWASTA;Kab. Bangkalan;Kec. Bangkalan;Kursus / LKP;;;;-7.02925097770;112.73990320500;-;-;-
218;20531791;UPTD SDN DEMANGAN 2;Jl. Kh. M. Kholil 28 Bangkalan - Kab. Bangkalan Jawa Timur;Demangan;NEGERI;Kab. Bangkalan;Kec. Bangkalan;SD;;;;-7.02925097770;112.73990320500;-;-;-
219;20531250;SMP KATOLIK SANTO YUSUP;Jl. Kh. Hasyim Asyari No.30 Bangkalan;Pangeranan;SWASTA;Kab. Bangkalan;Kec. Bangkalan;SMP;;;;-7.02925097770;112.73990320500;-;-;-
220;20555037;SMKS MATHOLIUL ANWAR;PONDOK PESANTREN SEMBILANGAN - KRAMAT - BANGKALAN;Sembilangan;SWASTA;Kab. Bangkalan;Kec. Bangkalan;SMK;;;;-7.02925097770;112.73990320500;-;-;-
221;69841540;KB KEMALA BHAYANGKARI;Jl. Kapten Syafiri 26;Pejagan;SWASTA;Kab. Bangkalan;Kec. Bangkalan;KB;2016;31 Desember 2026;Lembaga Aktif;-7.02925097770;112.73990320500;-;-;-
222;69993084;TK AS SALAM;Jl. Halim Perdana Kusuma RT 01/RW 04 - Perum Nilam Bangkalan Indah;Mlajah;SWASTA;Kab. Bangkalan;Kec. Bangkalan;TK;2023;31 Desember 2028;;-7.02925097770;112.73990320500;-;-;-
223;K9997285;LKP QONITA LEARNING CENTER;Jl. Colibri Blok AA.32 Perumahan Pangeranan;Pangeranan;SWASTA;Kab. Bangkalan;Kec. Bangkalan;Kursus / LKP;;;;-7.02925097770;112.73990320500;-;-;-
224;20531774;UPTD SDN DEMANGAN 3;Jl. Kh. Moh. Holil 80c;Demangan;NEGERI;Kab. Bangkalan;Kec. Bangkalan;SD;;;;-7.02925097770;112.73990320500;-;-;-
225;20554879;SMP MATHOLI UL ANWAR;Jl. Pp. Sembilangan;Kramat;SWASTA;Kab. Bangkalan;Kec. Bangkalan;SMP;;;;-7.02925097770;112.73990320500;-;-;-
226;70000681;TK ATTHORIQ;jl. KH. Moh. Kholil Gang IX No. 06;Pangeranan;SWASTA;Kab. Bangkalan;Kec. Bangkalan;TK;2023;31 Desember 2028;;-7.02925097770;112.73990320500;-;-;-
227;69841533;KB Mitra Pratama;Jl. Sidingkap IV Blok B No.6;Kemayoran;SWASTA;Kab. Bangkalan;Kec. Bangkalan;KB;#N/A;#N/A;Lembaga Aktif;-7.02925097770;112.73990320500;-;-;-
228;K5668428;LKP SPELL;Jl. KH. M. Kholil IX/29 C;Kemayoran;SWASTA;Kab. Bangkalan;Kec. Bangkalan;Kursus / LKP;;;;-7.02925097770;112.73990320500;-;-;-
229;20531609;UPTD SDN GEBANG;Jl. Raya Gebang;Gebang;NEGERI;Kab. Bangkalan;Kec. Bangkalan;SD;;;;-7.02925097770;112.73990320500;-;-;-
230;69964696;SMP MUHAMMADIYAH 1;Jl. KH. Moh. Cholil No. 31;Demangan;SWASTA;Kab. Bangkalan;Kec. Bangkalan;SMP;;;;-7.02925097770;112.73990320500;-;-;-
231;69899448;TK AULIA;Jl. KH. Moh Toha No. 36;Kemayoran;SWASTA;Kab. Bangkalan;Kec. Bangkalan;TK;2022;31 Desember 2027;;-7.02925097770;112.73990320500;-;-;-
232;69866666;KB MUSLIMAT NU SITI KHODIJAH;JL.Teuku Umar Gg.I No.2;Kemayoran;SWASTA;Kab. Bangkalan;Kec. Bangkalan;KB;2023;31 Desember 2028;;-7.02925097770;112.73990320500;-;-;-
233;20531017;UPTD SDN KEMAYORAN 1;Jl. Teuku Umar No. 37;Kemayoran;NEGERI;Kab. Bangkalan;Kec. Bangkalan;SD;;;;-7.02925097770;112.73990320500;-;-;-
234;20531242;UPTD SMP NEGERI 1 BANGKALAN;Jl. Letnan Ramli No. 1B;Kraton;NEGERI;Kab. Bangkalan;Kec. Bangkalan;SMP;;;;-7.02925097770;112.73990320500;-;-;-
235;69872012;TK CAHAYA ISLAM;Jl. Trunojoyo Gg. III B Kelurahan Pejagan;Pejagan;SWASTA;Kab. Bangkalan;Kec. Bangkalan;TK;2016;31 Desember 2026;;-7.02925097770;112.73990320500;-;-;-
236;69841526;KB Mutiara Idaman;Jl. Jend. A. Yani 10 b;Demangan;SWASTA;Kab. Bangkalan;Kec. Bangkalan;KB;2016;31 Desember 2026;;-7.02925097770;112.73990320500;-;-;-
237;20531018;UPTD SDN KEMAYORAN 2;Jl. Kh.Moh .Toha 39 Bangkalan;Kemayoran;NEGERI;Kab. Bangkalan;Kec. Bangkalan;SD;;;;-7.02925097770;112.73990320500;-;-;-
238;20531213;UPTD SMP NEGERI 2 BANGKALAN;Jl. KH. Hasyim Asyari No 20;Pangeranan;NEGERI;Kab. Bangkalan;Kec. Bangkalan;SMP;;;;-7.02925097770;112.73990320500;-;-;-
239;20560233;TK DHARMA WANITA PERSATUAN;Jl. KH. Abd. Karim No.14;Pangeranan;SWASTA;Kab. Bangkalan;Kec. Bangkalan;TK;2024;31 Desember 2029;;-7.02925097770;112.73990320500;-;-;-
240;69841506;KB Permata Hati;Jl. KH. Lemah Duwur No.59;Pejagan;SWASTA;Kab. Bangkalan;Kec. Bangkalan;KB;#N/A;#N/A;Lembaga Aktif;-7.02925097770;112.73990320500;-;-;-
241;20531016;UPTD SDN KEMAYORAN 3;Jl. Anggrek 37;Kemayoran;NEGERI;Kab. Bangkalan;Kec. Bangkalan;SD;;;;-7.02925097770;112.73990320500;-;-;-
242;20531207;UPTD SMP NEGERI 3 BANGKALAN;Jl. Letnan Sunarto No.13;Pangeranan;NEGERI;Kab. Bangkalan;Kec. Bangkalan;SMP;;;;-7.02925097770;112.73990320500;-;-;-
243;69841503;KB Ulil Albab;Jl. KH. Abd. Muin No. 60;Pejagan;SWASTA;Kab. Bangkalan;Kec. Bangkalan;KB;2018;31 Desember 2026;;-7.02925097770;112.73990320500;-;-;-
244;70035080;TK HARAPAN BANGSA;Jl. Pertahanan Sekkep;Bancaran;SWASTA;Kab. Bangkalan;Kec. Bangkalan;TK;2023;31 Desember 2028;;-7.02925097770;112.73990320500;-;-;-
245;20531099;UPTD SDN KRAMAT 1;Jl. Palenggiyan Timur;Kramat;NEGERI;Kab. Bangkalan;Kec. Bangkalan;SD;;;;-7.02925097770;112.73990320500;-;-;-
246;20531205;UPTD SMP NEGERI 4 BANGKALAN;Jl. Kapten Syafiri No. 68;Pejagan;NEGERI;Kab. Bangkalan;Kec. Bangkalan;SMP;;;;-7.02925097770;112.73990320500;-;-;-
247;70037122;TK IBNU HALIEM KEMAYORAN;Jl. Teuku Umar Gg. IV No. 25 Kemayoran;Kemayoran;SWASTA;Kab. Bangkalan;Kec. Bangkalan;TK;2024;31 Desember 2029;;-7.02925097770;112.73990320500;-;-;-
248;69872025;KB WIFA 1;Jl. Letnan Abdullah No. 01;Demangan;SWASTA;Kab. Bangkalan;Kec. Bangkalan;KB;#N/A;#N/A;Lembaga Aktif;-7.02925097770;112.73990320500;-;-;-
249;20531098;UPTD SDN KRAMAT 2;Jl. Morkolak Timur;Kramat;NEGERI;Kab. Bangkalan;Kec. Bangkalan;SD;;;;-7.02925097770;112.73990320500;-;-;-
250;20531203;UPTD SMP NEGERI 5 BANGKALAN;Jl.Cempaka 33 Bangkalan;Mlajah;NEGERI;Kab. Bangkalan;Kec. Bangkalan;SMP;;;;-7.02925097770;112.73990320500;-;-;-
251;20560276;TK IPS SYALAFIYAH SYAFIIYAH;JL.KH.ACH.FAQIH;Pangeranan;SWASTA;Kab. Bangkalan;Kec. Bangkalan;TK;2023;31 Desember 2028;;-7.02925097770;112.73990320500;-;-;-
252;69872020;KB YAA BUNAYYA;PERUM GRIYA ABADI BLOK BB No. 1-3;Mlajah;SWASTA;Kab. Bangkalan;Kec. Bangkalan;KB;#N/A;#N/A;Lembaga Aktif;-7.02925097770;112.73990320500;-;-;-
253;20531092;UPTD SDN KRATON 1;Jl. Letnan Mestu No.15;Kraton;NEGERI;Kab. Bangkalan;Kec. Bangkalan;SD;;;;-7.02925097770;112.73990320500;-;-;-
254;20531202;UPTD SMP NEGERI 6 BANGKALAN;Jl. Raya Bancaran No. 02 Bangkalan;Bancaran;NEGERI;Kab. Bangkalan;Kec. Bangkalan;SMP;;;;-7.02925097770;112.73990320500;-;-;-
255;20560275;TK ISLAM ANAK SOLEH;BANGKALAN;Pangeranan;SWASTA;Kab. Bangkalan;Kec. Bangkalan;TK;2023;31 Desember 2028;;-7.02925097770;112.73990320500;-;-;-
256;69841514;KB YANNAS;Jl. Letnan. Singosastro No. 3;Kraton;SWASTA;Kab. Bangkalan;Kec. Bangkalan;KB;#N/A;#N/A;Lembaga Aktif;-7.02925097770;112.73990320500;-;-;-
257;20531104;UPTD SDN KRATON 2;Jl. Letnan Singosastro No.14;Kraton;NEGERI;Kab. Bangkalan;Kec. Bangkalan;SD;;;;-7.02925097770;112.73990320500;-;-;-
258;20531187;UPTD SMP NEGERI 7 BANGKALAN;Jalan Raya Kramat;Kramat;NEGERI;Kab. Bangkalan;Kec. Bangkalan;SMP;;;;-7.02925097770;112.73990320500;-;-;-
